Date,LaggedDate,VicFalls,Conversion,Flow,Exceedance,Year,Month,Day,MonthId,WaterYear,WaterMonth,WaterDay,WaterWeek,Volume,EWRRefExceedance,EWRBandNo,EWRBandLabel,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowCanal,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec
1925-08-15,1925-08-26,294.0,0.933926273513716,274.5743244130325,0.8290000000000001,1925,8,15,1925.08,1924,11,319,46,0.023723221629286008,0.87,4,Mod_Dry,39,7,5,4,60,115,0.4188301300416187,159.5743244130325,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,5.0,4.0,60.0,210.5743244130325,1,159.5743244130325,,,,970,990.0,0.11167306514080654,0.005957432441303251,989.8823695024179,0.18023493884480185,,,,19.702134563573072,,,,0.92,,,,0.6382972976521301,,,,0.97,,,,27.52357634435891,,,,27.52357634435891,660.5658322646138,0.10024089616972402
1925-09-15,1925-09-26,206.0,0.985454291924734,203.00358413649516,0.955,1925,9,15,1925.09,1924,12,350,50,0.01753950966939318,0.95,5,Dry,30,6,4,2,30,72,0.354673540894671,131.00358413649516,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,4.0,2.0,30.0,171.00358413649516,1,131.00358413649516,,,,970,990.0,0.09818304004653244,0.0031003584136495167,989.8987166015398,0.12131873196026491,,,,19.777397869579566,,,,0.91,,,,0.5240143365459806,,,,0.97,,,,22.435433331466662,,,,22.435433331466662,538.4503999551998,0.11051742473857785
1925-10-15,1925-10-26,157.0,1.0481631504009248,164.5616146129452,0.9890000000000001,1925,10,15,1925.1,1925,1,15,3,0.014218123502558463,0.95,5,Dry,24,4,2,2,20,52,0.31599106585278625,112.56161461294519,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,20.0,142.5616146129452,1,112.56161461294519,,,,970,990.0,0.08848691407259494,0.0012561614612945193,989.9102569244661,0.089375623472882,,,,19.820881300993243,,,,0.9,,,,0.4502464584517808,,,,0.97,,,,19.107176964375277,,,,19.107176964375277,458.57224714500666,0.11610956181559133
1925-11-15,1925-11-26,180.0,1.0333641957757072,186.00555523962726,0.978,1925,11,15,1925.11,1925,2,46,7,0.016070879972703796,0.93,5,Dry,23,4,2,2,19,50,0.26880917580975466,136.00555523962726,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,165.00555523962726,1,136.00555523962726,,,,970,990.0,0.09613825746805474,0.0036005555239627257,989.900261187008,0.13080579127303,,,,19.769455395734997,,,,0.91,,,,0.544022220958509,,,,0.97,,,,23.282707780402603,,,,23.282707780402603,558.7849867296625,0.12517210978138774
1925-12-15,1925-12-26,353.0,0.9238037474213612,326.10272283974047,0.746,1925,12,15,1925.12,1925,3,76,11,0.028175275253353574,0.81,4,Mod_Dry,31,5,3,2,36,77,0.23612191682876807,249.10272283974047,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,3.0,2.0,36.0,288.10272283974047,1,249.10272283974047,,,,970,990.0,0.1376355906109839,0.019820544567948094,989.8425438648211,0.4390770156241439,,,,19.403466849196953,,,,0.94,,,,0.9964108913589619,,,,0.98,,,,43.679810372923136,,,,43.679810372923136,1048.3154489501553,0.13394494223339892
1926-01-15,1926-01-26,548.0,0.8756783159320484,479.8717171307625,0.5630000000000001,1926,1,15,1926.01,1925,4,107,16,0.04146091636009788,0.8300000000000001,4,Mod_Dry,34,5,4,3,45,91,0.189634014157169,388.8717171307625,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,4.0,3.0,45.0,431.8717171307625,2,194.43585856538124,194.43585856538124,,,970,990.0,0.18538175107663696,0.0477743434261525,989.7668439054972,0.26764714994598504,0.26764714994598504,,,19.499196755551253,19.499196755551253,,,0.93,0.93,,,0.7777434342615249,0.7777434342615249,,,0.97,0.97,,,33.55187335725106,33.55187335725106,,,67.10374671450212,1610.489921148051,0.13983684455447226
1926-02-15,1926-02-26,799.0,0.8929780877165822,713.4894920855493,0.4320000000000001,1926,2,15,1926.02,1925,5,138,20,0.06164549211619146,0.85,4,Mod_Dry,36,6,5,4,54,105,0.14716404539201008,608.4894920855493,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,5.0,4.0,54.0,655.4894920855493,3,202.8298306951831,202.8298306951831,202.8298306951831,,970,990.0,0.29666057512205757,0.11254684762566479,989.5907925772523,0.2912431523745279,0.2912431523745279,0.2912431523745279,,19.299549424877746,19.299549424877746,19.299549424877746,,0.93,0.93,0.93,,0.8113193227807324,0.8113193227807324,0.8113193227807324,,0.97,0.97,0.97,,34.64197853450766,34.64197853450766,34.64197853450766,,103.92593560352297,2494.2224544845512,0.14565867718632355
1926-03-15,1926-03-26,1974.0,1.0070968820684898,1988.0092452031988,0.17800000000000002,1926,3,15,1926.03,1925,6,166,24,0.17176399878555634,0.5700000000000001,3,Normal,49,9,9,9,107,183,0.09205188579557896,1100.0,705.0092452031988,51.0,9.0,16.0,34.672585829665515,594.3366593735333,100.0,18.0,25.0,43.672585829665515,701.3366593735333,1243.0,4,275.0,275.0,275.0,275.0,970,990.0,0.921967213114754,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,18.063098006885255,18.063098006885255,18.063098006885255,18.063098006885255,0.9311517729795038,0.9311517729795038,0.9311517729795038,0.9311517729795038,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,44.46727228774315,44.46727228774315,44.46727228774315,44.46727228774315,177.8690891509726,4268.858139623342,0.0894709567272622
1926-04-15,1926-04-26,3942.0,1.0089126112995719,3977.1335137429132,0.038,1926,4,15,1926.04,1925,7,197,29,0.3436243355873877,0.19,2,Mod_Wet,70,14,18,25,168,295,0.07417402482985115,1100.0,2582.1335137429132,30.0,4.0,7.0,55.0,2486.1335137429132,100.0,18.0,25.0,80.0,2654.1335137429132,1243.0,4,275.0,275.0,275.0,275.0,970,990.0,0.921967213114754,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,18.063098006885255,18.063098006885255,18.063098006885255,18.063098006885255,0.9311517729795038,0.9311517729795038,0.9311517729795038,0.9311517729795038,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,44.46727228774315,44.46727228774315,44.46727228774315,44.46727228774315,177.8690891509726,4268.858139623342,0.04472293639032966
1926-05-15,1926-05-26,2484.0,1.0093093484290807,2507.1244214978365,0.12300000000000001,1926,5,15,1926.05,1925,8,227,33,0.2166155500174131,0.29,2,Mod_Wet,65,14,17,23,202,321,0.128035129508341,1100.0,1086.1244214978365,34.99999999999997,4.0,8.0,57.0,982.1244214978365,100.0,18.0,25.0,80.0,1184.1244214978365,1243.0,4,275.0,275.0,275.0,275.0,970,990.0,0.921967213114754,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,18.063098006885255,18.063098006885255,18.063098006885255,18.063098006885255,0.9311517729795038,0.9311517729795038,0.9311517729795038,0.9311517729795038,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,44.46727228774315,44.46727228774315,44.46727228774315,44.46727228774315,177.8690891509726,4268.858139623342,0.07094545752328793
1926-06-15,1926-06-26,1276.0,0.9104137730986748,1161.6879744739092,0.28300000000000003,1926,6,15,1926.06,1925,9,258,37,0.10036984099454577,0.52,3,Normal,53,12,12,13,120,210,0.18077143313384317,951.6879744739092,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,12.0,13.0,120.0,1028.6879744739092,4,237.9219936184773,237.9219936184773,237.9219936184773,237.9219936184773,970,990.0,0.5960487415497973,0.31135037957912737,989.092600878871,0.4006021864106304,0.4006021864106304,0.4006021864106304,0.4006021864106304,18.691998692460423,18.691998692460423,18.691998692460423,18.691998692460423,0.94,0.94,0.94,0.94,0.9516879744739092,0.9516879744739092,0.9516879744739092,0.9516879744739092,0.98,0.98,0.98,0.98,40.18956161092887,40.18956161092887,40.18956161092887,40.18956161092887,160.75824644371548,3858.1979146491713,0.13838332665578093
1926-07-15,1926-07-26,611.0,0.8899820010802769,543.7790026600493,0.523,1926,7,15,1926.07,1925,10,288,42,0.046982505829828256,0.47,3,Normal,50,10,9,9,108,186,0.3420507211387866,357.7790026600493,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,9.0,9.0,108.0,426.7790026600493,2,178.88950133002464,178.88950133002464,,,970,990.0,0.18369044368783924,0.04155580053200986,989.7747537557801,0.22655806517606264,0.22655806517606264,,,19.54819569060406,19.54819569060406,,,0.93,0.93,,,0.7155580053200986,0.7155580053200986,,,0.97,0.97,,,30.94676247427137,30.94676247427137,,,61.89352494854274,1485.4445987650258,0.11382110130360495
1926-08-15,1926-08-26,366.0,0.914916149533756,334.8593107293547,0.733,1926,8,15,1926.08,1925,11,319,46,0.02893184444701625,0.61,3,Normal,47,8,6,5,89,155,0.4628809623432467,179.85931072935472,0.0,0.0,0.0,0.0,0.0,0.0,47.0,8.0,6.0,5.0,89.0,240.85931072935472,1,179.85931072935472,,,,970,990.0,0.12194589655218421,0.007985931072935472,989.8700681723749,0.22902203728222623,,,,19.641046135092658,,,,0.93,,,,0.7194372429174188,,,,0.97,,,,31.26232190838889,,,,31.26232190838889,750.2957258013334,0.09335957193573817
1926-09-15,1926-09-26,244.0,0.9526770732815559,232.4532058806997,0.9059999999999999,1926,9,15,1926.09,1925,12,350,50,0.02008395698809245,0.79,4,Mod_Dry,34,6,4,3,44,91,0.39147664001976934,141.4532058806997,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,4.0,3.0,44.0,185.4532058806997,1,141.4532058806997,,,,970,990.0,0.10310904745932944,0.00414532058806997,989.8927456319525,0.14153777472947623,,,,19.75120785722302,,,,0.91,,,,0.5658128235227988,,,,0.97,,,,24.19293664399774,,,,24.19293664399774,580.6304794559458,0.1040765884571801
1926-10-15,1926-10-26,206.0,0.985454291924734,203.00358413649516,0.955,1926,10,15,1926.1,1926,1,15,3,0.01753950966939318,0.78,4,Mod_Dry,31,4,3,2,33,73,0.3595995622959859,130.00358413649516,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,168.00358413649516,1,130.00358413649516,,,,970,990.0,0.09716031277380516,0.0030003584136495164,989.8998393288126,0.11946420163898852,,,,19.78037512717363,,,,0.91,,,,0.5200143365459806,,,,0.97,,,,22.26752678024054,,,,22.26752678024054,534.420642725773,0.10969031347381701
1926-11-15,1926-11-26,209.0,0.9735992076923856,203.48223440770855,0.946,1926,11,15,1926.11,1926,2,46,7,0.017580865052826015,0.75,4,Mod_Dry,29,4,2,2,30,67,0.329267074322346,136.48223440770855,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,2.0,2.0,30.0,171.48223440770855,1,136.48223440770855,,,,970,990.0,0.09834621627535518,0.0036482234407708546,989.8980055602839,0.13172822470653894,,,,19.76627733557734,,,,0.91,,,,0.5459289376308342,,,,0.97,,,,23.360554240584758,,,,23.360554240584758,560.6533017740342,0.11480390073650472
1926-12-15,1926-12-26,454.0,0.9060383191379364,411.3413968886232,0.64,1926,12,15,1926.12,1926,3,76,11,0.03553989669117704,0.54,3,Normal,38,5,4,3,54,104,0.25283134833171084,307.3413968886232,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,4.0,3.0,54.0,354.3413968886232,2,153.6706984443116,153.6706984443116,,,970,990.0,0.1596336742434542,0.03146827937772464,989.8088980463789,0.1671215683411155,0.1671215683411155,,,19.64177647803777,19.64177647803777,,,0.92,0.92,,,0.6146827937772464,0.6146827937772464,,,0.97,0.97,,,26.42411182941399,26.42411182941399,,,52.84822365882798,1268.3573678118717,0.12847776581343556
1927-01-15,1927-01-26,654.0,0.876976848708355,573.5428590552643,0.4970000000000001,1927,1,15,1927.01,1926,4,107,16,0.04955410302237484,0.49,3,Normal,41,6,4,3,66,120,0.20922586360444473,453.54285905526433,0.0,0.0,0.0,0.0,0.0,0.0,41.0,6.0,4.0,3.0,66.0,504.54285905526433,2,226.77142952763216,226.77142952763216,,,970,990.0,0.2095160786530398,0.06070857181105287,989.729775349536,0.3639791863963261,0.3639791863963261,,,19.365796163139674,19.365796163139674,,,0.94,0.94,,,0.9070857181105286,0.9070857181105286,,,0.98,0.98,,,39.68685009699809,39.68685009699809,,,79.37370019399619,1904.9688046559086,0.13839192475474277
1927-02-15,1927-02-26,1314.0,0.908437432980796,1193.686786936766,0.275,1927,2,15,1927.02,1926,5,138,20,0.1031345383913366,0.29,2,Mod_Wet,49,8,7,5,93,162,0.13571399279347282,1031.686786936766,0.0,0.0,0.0,0.0,0.0,0.0,49.0,8.0,7.0,5.0,93.0,1095.686786936766,4,257.9216967341915,257.9216967341915,257.9216967341915,257.9216967341915,970,990.0,0.690475774960281,0.3911928230177959,988.9183314020219,0.47066280052593784,0.47066280052593784,0.47066280052593784,0.47066280052593784,18.447668601495927,18.447668601495927,18.447668601495927,18.447668601495927,0.94,0.94,0.94,0.94,1.031686786936766,1.031686786936766,1.031686786936766,1.031686786936766,0.98,0.98,0.98,0.98,42.998400650379516,42.998400650379516,42.998400650379516,42.998400650379516,171.99360260151806,4127.846462436433,0.14408604039497439
1927-03-15,1927-03-26,1679.0,0.9664583123706152,1622.683506470263,0.215,1927,3,15,1927.03,1926,6,166,24,0.14019985495903073,0.56,3,Normal,49,9,9,9,107,183,0.11277615090700599,1100.0,339.68350647026296,51.0,9.0,16.0,16.705746219848997,246.97776025041398,100.0,18.0,25.0,25.705746219848997,353.977760250414,1243.0,4,275.0,275.0,275.0,275.0,970,990.0,0.921967213114754,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,18.063098006885255,18.063098006885255,18.063098006885255,18.063098006885255,0.9311517729795038,0.9311517729795038,0.9311517729795038,0.9311517729795038,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,44.46727228774315,44.46727228774315,44.46727228774315,44.46727228774315,177.8690891509726,4268.858139623342,0.10961415978022834
1927-04-15,1927-04-26,2891.0,1.0176483516811874,2942.021384710313,0.091,1927,4,15,1927.04,1926,7,197,29,0.25419064763897103,0.42,3,Normal,54,13,14,19,117,217,0.07375881124717486,1100.0,1625.0213847103132,46.0,5.0,11.0,61.0,1502.0213847103132,100.0,18.0,25.0,80.0,1619.0213847103132,1243.0,4,275.0,275.0,275.0,275.0,970,990.0,0.921967213114754,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,18.063098006885255,18.063098006885255,18.063098006885255,18.063098006885255,0.9311517729795038,0.9311517729795038,0.9311517729795038,0.9311517729795038,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,44.46727228774315,44.46727228774315,44.46727228774315,44.46727228774315,177.8690891509726,4268.858139623342,0.060458122458034586
1927-05-15,1927-05-26,2370.0,1.0043239178347945,2380.247685268463,0.135,1927,5,15,1927.05,1926,8,227,33,0.2056534000071953,0.54,3,Normal,55,13,13,17,178,276,0.11595431925349002,1100.0,1004.2476852684631,45.0,5.0,12.0,61.85583568682563,880.3918495816374,100.0,18.0,25.0,78.85583568682563,1058.3918495816374,1243.0,4,275.0,275.0,275.0,275.0,970,990.0,0.921967213114754,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,18.063098006885255,18.063098006885255,18.063098006885255,18.063098006885255,0.9311517729795038,0.9311517729795038,0.9311517729795038,0.9311517729795038,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,44.46727228774315,44.46727228774315,44.46727228774315,44.46727228774315,177.8690891509726,4268.858139623342,0.07472713459688173
1927-06-15,1927-06-26,1324.0,0.9082013986739552,1202.4586518443166,0.273,1927,6,15,1927.06,1926,9,258,37,0.10389242751934896,0.4,2,Mod_Wet,62,12,14,16,153,257,0.2137287628192591,945.4586518443166,0.0,0.0,0.0,0.0,0.0,0.0,62.0,12.0,14.0,16.0,153.0,1033.4586518443166,4,236.36466296107915,236.36466296107915,236.36466296107915,236.36466296107915,970,990.0,0.6006619717340652,0.3063669214754533,989.0929711067904,0.3953823997523795,0.3953823997523795,0.3953823997523795,0.3953823997523795,18.697588707038022,18.697588707038022,18.697588707038022,18.697588707038022,0.94,0.94,0.94,0.94,0.9454586518443165,0.9454586518443165,0.9454586518443165,0.9454586518443165,0.98,0.98,0.98,0.98,39.93843915409439,39.93843915409439,39.93843915409439,39.93843915409439,159.75375661637756,3834.090158793061,0.1328559251258654
1927-07-15,1927-07-26,565.0,0.8800677407496005,497.2382735235243,0.551,1927,7,15,1927.07,1926,10,288,42,0.042961386832432495,0.56,3,Normal,50,10,9,9,108,186,0.3740661367073956,311.2382735235243,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,9.0,9.0,108.0,380.2382735235243,2,155.61913676176215,155.61913676176215,,,970,990.0,0.1682341129782922,0.03224765470470486,989.7995182323169,0.17139541838417857,0.17139541838417857,,,19.628122813932748,19.628122813932748,,,0.92,0.92,,,0.6224765470470486,0.6224765470470486,,,0.97,0.97,,,26.740550124115977,26.740550124115977,,,53.481100248231954,1283.546405957567,0.10755628256299496
1927-08-15,1927-08-26,333.0,0.9300354875132156,309.70181734190083,0.77,1927,8,15,1927.08,1926,11,319,46,0.026758237018340236,0.74,4,Mod_Dry,39,7,5,4,60,115,0.3713249117716468,194.70181734190083,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,5.0,4.0,60.0,245.70181734190083,1,194.70181734190083,,,,970,990.0,0.12355410908033607,0.009470181734190083,989.8669757091855,0.2683796021412279,,,,19.598596107044226,,,,0.93,,,,0.7788072693676034,,,,0.97,,,,33.76903563558454,,,,33.76903563558454,810.4568552540288,0.10903725372171326
1927-09-15,1927-09-26,222.0,0.9687435424471904,215.06106642327626,0.9329999999999999,1927,9,15,1927.09,1926,12,350,50,0.018581276138971068,0.8300000000000001,4,Mod_Dry,34,6,4,3,44,91,0.42313563079286853,124.06106642327626,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,4.0,3.0,44.0,168.06106642327626,1,124.06106642327626,,,,970,990.0,0.09717990900793508,0.002406106642327626,989.9004139843497,0.10873323971718767,,,,19.791680744632522,,,,0.91,,,,0.49624426569310504,,,,0.97,,,,21.26181430495234,,,,21.26181430495234,510.2835433188561,0.09886407920578949
