Date,LaggedDate,VicFalls,Conversion,Flow,Exceedance,Year,Month,Day,MonthId,WaterYear,WaterMonth,WaterDay,WaterWeek,Volume,Flow_difference,Flow_difference_pct,EWRRefExceedance,EWRBandNo,EWRBandLabel,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowAvailableForGeneration,FlowCanal,LowFlowShutoff,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,LowHeadShutoff,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec
1925-08-15,1925-08-26,293.6805,0.9321845933144058,273.7644374568714,0.8280000000000001,1925,8,15,1925.08,1924,11,319,46,0.023653247396273686,7.557836542355176,0.027607079329088645,0.87,4,Mod_Dry,39,7,5,4,60,115.0,0.4200691699341592,158.7644374568714,158.7644374568714,,1,158.7644374568714,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,5.0,4.0,60.0,209.7644374568714,964.8137698976084,990.0,0.11139696731484253,0.005876443745687141,989.8827265889397,0.17840702551678772,,,,24.890549665814195,,,,,0.7056197220305396,,,,0.93,,,,0.97,,,,34.97127018190283,,,,34.97127018190283,839.3104843656679,0.12774219510308812
1925-09-15,1925-09-26,206.1864,0.9756711054590376,201.17011281861926,0.9520000000000001,1925,9,15,1925.09,1924,12,350,50,0.01738109774752871,0.0,0.0,0.95,5,Dry,30,6,4,2,30,72.0,0.35790604772845785,129.17011281861926,129.17011281861926,,1,129.17011281861926,,,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,4.0,2.0,30.0,169.17011281861926,964.7063353543097,990.0,0.09755799300634746,0.0029170112818619263,989.8995249957118,0.11792923139127776,,,,25.075260410010728,,,,,0.5740893903049745,,,,0.91,,,,0.97,,,,28.04720732296009,,,,28.04720732296009,673.1329757510423,0.13942034892751815
1925-10-15,1925-10-26,156.5885,1.0617930438264065,166.26458004321125,0.99,1925,10,15,1925.1,1925,1,15,3,0.014365259715733453,2.928760336624152,0.017615058696584578,0.95,5,Dry,24,4,2,2,20,52.0,0.3127545264691102,114.26458004321123,114.26458004321123,,1,114.26458004321123,,,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,20.0,144.26458004321125,964.4658696268319,990.0,0.08906747046927656,0.0014264580043211255,989.9095060715264,0.09212519720397093,,,,25.351511247490365,,,,,0.5078425779698278,,,,0.91,,,,0.97,,,,25.084047544116803,,,,25.084047544116803,602.0171410588031,0.15086825791517106
1925-11-15,1925-11-26,180.3141,1.0466171465371623,188.71982882241662,0.978,1925,11,15,1925.11,1925,2,46,7,0.016305393210256796,2.941123250503466,0.01558460109282439,0.94,5,Dry,23,4,2,2,19,50.0,0.2649430126764765,138.71982882241662,138.71982882241662,,1,138.71982882241662,,,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,167.71982882241662,964.4219365524943,990.0,0.09706357800764202,0.0038719828822416616,989.8990644391099,0.13610088356740138,,,,25.34102700304816,,,,,0.6165325725440739,,,,0.92,,,,0.97,,,,30.774522626624176,,,,30.774522626624176,738.5885430389802,0.16306989476756406
1925-12-15,1925-12-26,353.2963,0.921778111561846,325.6607962357874,0.746,1925,12,15,1925.12,1925,3,76,11,0.028137092794772042,5.445753988138222,0.016722166288002764,0.81,4,Mod_Dry,31,5,3,2,36,77.0,0.2364423378251826,248.66079623578742,248.66079623578742,,2,124.33039811789371,124.33039811789371,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,3.0,2.0,36.0,287.6607962357874,964.9772825869304,990.0,0.13748882531815818,0.01973215924715748,989.8427790154345,0.10920887089310499,0.10920887089310499,,,24.756287557611238,24.756287557611238,,,,0.5525795471906387,0.5525795471906387,,,0.91,0.91,,,0.97,0.97,,,26.65293111689405,26.65293111689405,,,53.3058622337881,1279.3406936109145,0.1636852296927788
1926-01-15,1926-01-26,547.8849,0.8752989863551575,479.56309760929685,0.5630000000000001,1926,1,15,1926.01,1925,4,107,16,0.04143425163344324,2.2146106926243188,0.0046179756191928175,0.8300000000000001,4,Mod_Dry,34,5,4,3,45,91.0,0.1897560518181036,388.56309760929685,388.56309760929685,,2,194.2815488046484,194.2815488046484,,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,4.0,3.0,45.0,431.56309760929685,965.6090563455651,990.0,0.18527925750862256,0.047712619521859366,989.7670081229696,0.26722263512204103,0.26722263512204103,,,23.89072914228234,23.89072914228234,,,,0.8634735502428819,0.8634735502428819,,,0.94,0.94,,,0.98,0.98,,,41.94535730654847,41.94535730654847,,,83.89071461309695,2013.3771507143272,0.17493154713385234
1926-02-15,1926-02-26,799.0771,0.8911326595966059,712.0837013457431,0.433,1926,2,15,1926.02,1925,5,138,20,0.0615240317962722,8.250020921077635,0.01158574603727932,0.85,4,Mod_Dry,36,6,5,4,54,105.0,0.14745457563705505,607.0837013457431,607.0837013457431,,3,202.3612337819144,202.3612337819144,202.3612337819144,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,5.0,4.0,54.0,654.0837013457431,966.635287506292,990.0,0.2958456239685467,0.11212511040372293,989.5920292656276,0.2898998250069104,0.2898998250069104,0.2898998250069104,,22.66684193432893,22.66684193432893,22.66684193432893,,,0.8993832612529528,0.8993832612529528,0.8993832612529528,,0.94,0.94,0.94,,0.98,0.98,0.98,,41.45159739870265,41.45159739870265,41.45159739870265,,124.35479219610794,2984.5150127065904,0.17463507725439298
1926-03-15,1926-03-26,1974.4395,1.004560374130299,1983.4436828176406,0.17800000000000002,1926,3,15,1926.03,1925,6,166,24,0.17136953419544412,81.31160990711305,0.040995169467883966,0.5700000000000001,3,Normal,49,9,9,9,107,183.0,0.09226377415467316,990.0,990.0,,4,247.50000000000003,247.50000000000003,247.50000000000003,247.50000000000003,810.4436828176405,51.0,9.0,16.0,39.85788604021183,694.5857967774286,100.0,18.0,25.0,48.857886040211824,801.5857967774286,1133.0,971.0857615991597,990.0,0.7443298969072165,0.3420000000000001,988.9136701030928,0.4334540050000001,0.4334540050000001,0.4334540050000001,0.4334540050000001,17.39445449893337,17.39445449893337,17.39445449893337,17.39445449893337,,1.1,1.1,1.1,1.1,0.9289361082165404,0.9289361082165404,0.9289361082165404,0.9289361082165404,0.98,0.98,0.98,0.98,38.44739719505885,38.44739719505885,38.44739719505885,38.44739719505885,153.7895887802354,3690.95013072565,0.07753665511781256
1926-04-15,1926-04-26,3941.514,1.0074330404372898,3970.8114329461437,0.038,1926,4,15,1926.04,1925,7,197,29,0.3430781078065468,56.21064434863638,0.014155959127711809,0.19,2,Mod_Wet,70,14,18,25,168,295.0,0.07429212013251528,990.0,990.0,,4,247.50000000000003,247.50000000000003,247.50000000000003,247.50000000000003,2685.811432946144,30.0,3.9999999999999862,7.0,55.0,2589.811432946144,100.0,18.0,25.0,80.0,2757.8114329461437,1133.0,975.5706162732182,990.0,0.7443298969072165,0.3420000000000001,988.9136701030928,0.4334540050000001,0.4334540050000001,0.4334540050000001,0.4334540050000001,12.909599824874634,12.909599824874634,12.909599824874634,12.909599824874634,,1.1,1.1,1.1,1.1,0.8794057386478121,0.8794057386478121,0.8794057386478121,0.8794057386478121,0.98,0.98,0.98,0.98,27.01297158607572,27.01297158607572,27.01297158607572,27.01297158607572,108.05188634430289,2593.245272263269,0.027211538036731646
1926-05-15,1926-05-26,2483.648,1.0134558978398422,2517.067713758129,0.123,1926,5,15,1926.05,1925,8,227,33,0.21747465046870232,25.90669912143357,0.01029241246861546,0.29,2,Mod_Wet,65,14,17,23,202,321.0,0.1275293462489844,990.0,990.0,,4,247.50000000000003,247.50000000000003,247.50000000000003,247.50000000000003,1206.0677137581288,34.999999999999964,4.000000000000006,8.000000000000009,57.0,1102.0677137581288,100.0,18.0,25.0,80.0,1304.0677137581288,1133.0,972.4914000371384,990.0,0.7443298969072165,0.3420000000000001,988.9136701030928,0.4334540050000001,0.4334540050000001,0.4334540050000001,0.4334540050000001,15.988816060954306,15.988816060954306,15.988816060954306,15.988816060954306,,1.1,1.1,1.1,1.1,0.9199047488973728,0.9199047488973728,0.9199047488973728,0.9199047488973728,0.98,0.98,0.98,0.98,34.996890084666965,34.996890084666965,34.996890084666965,34.996890084666965,139.98756033866786,3359.7014481280285,0.05561533349838185
1926-06-15,1926-06-26,1275.7375,0.914516856089578,1166.683447695578,0.28300000000000003,1926,6,15,1926.06,1925,9,258,37,0.10080144988089794,19.978648928649818,0.0171243099129515,0.52,3,Normal,53,12,12,13,120,210.0,0.17999741096420802,956.683447695578,956.683447695578,,4,239.1708619238945,239.1708619238945,239.1708619238945,239.1708619238945,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,12.0,13.0,120.0,1033.683447695578,968.457582623376,990.0,0.6009864193544425,0.3153467581564624,989.0836668224894,0.4048126857642245,0.4048126857642245,0.4048126857642245,0.4048126857642245,20.221271513348945,20.221271513348945,20.221271513348945,20.221271513348945,,1.0629816085506425,1.0629816085506425,1.0629816085506425,1.0629816085506425,0.94,0.94,0.94,0.94,0.98,0.98,0.98,0.98,43.70585955658327,43.70585955658327,43.70585955658327,43.70585955658327,174.82343822633308,4195.762517431994,0.14984650598381474
1926-07-15,1926-07-26,611.0679,0.8869861279741288,542.0087505502821,0.523,1926,7,15,1926.07,1925,10,288,42,0.046829556047544366,8.989572908314813,0.016585660100852655,0.47,3,Normal,50,10,9,9,108,186.0,0.3431678913138595,356.0087505502821,356.0087505502821,,2,178.00437527514106,178.00437527514106,,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,9.0,9.0,108.0,425.0087505502821,965.8856741624111,990.0,0.18310253708311952,0.041201750110056425,989.7756957128067,0.22432077186561927,0.22432077186561927,,,23.665700778530265,23.665700778530265,,,,0.7911305567784047,0.7911305567784047,,,0.93,0.93,,,0.97,0.97,,,37.27981397368196,37.27981397368196,,,74.55962794736392,1789.431070736734,0.13756166827872465
1926-08-15,1926-08-26,366.0613,0.9164389073302937,335.4728177879068,0.731,1926,8,15,1926.08,1925,11,319,46,0.02898485145687515,2.8482239150928885,0.008490177934158578,0.61,3,Normal,47,8,6,5,89,155.0,0.4620344534083664,180.4728177879068,180.4728177879068,,1,180.4728177879068,,,,0.0,0.0,0.0,0.0,0.0,0.0,47.0,8.0,6.0,5.0,89.0,241.4728177879068,965.0126758520997,990.0,0.12214964428380667,0.008047281778790683,989.8698030739374,0.2305875794053141,,,,24.62653964243226,,,,,0.802101412390697,,,,0.94,,,,0.97,,,,39.75427030974573,,,,39.75427030974573,954.1024874338975,0.11850221002072138
1926-09-15,1926-09-26,244.1538,0.9479000783611428,231.43340615217082,0.906,1926,9,15,1926.09,1925,12,350,50,0.019995846291547558,3.33447387383626,0.014407919449812682,0.78,4,Mod_Dry,34,6,4,3,44,91.0,0.3932016622534008,140.43340615217082,140.43340615217082,,1,140.43340615217082,,,,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,4.0,3.0,44.0,184.43340615217082,964.7262072740056,990.0,0.10276138846096733,0.0040433406152170824,989.8931952709238,0.13949704939672133,,,,25.027490947521404,,,,,0.6241484717874258,,,,0.92,,,,0.97,,,,30.769207568667248,,,,30.769207568667248,738.460981648014,0.1329505885958229
1926-10-15,1926-10-26,206.1864,0.9756711054590376,201.17011281861926,0.9520000000000001,1926,10,15,1926.1,1926,1,15,3,0.01738109774752871,0.0,0.0,0.78,4,Mod_Dry,31,4,3,2,33,73.0,0.3628769650580198,128.17011281861926,128.17011281861926,,1,128.17011281861926,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,166.17011281861926,964.7063353543097,990.0,0.0965352657336202,0.002817011281861926,989.9006477229847,0.11610044300730432,,,,25.078211925667482,,,,,0.56964494586053,,,,0.91,,,,0.97,,,,27.833349220925175,,,,27.833349220925175,668.0003813022041,0.13835727798204556
1926-11-15,1926-11-26,209.197,0.9663848551669614,202.1648125463628,0.946,1926,11,15,1926.11,1926,2,46,7,0.017467039804005744,0.0,0.0,0.75,4,Mod_Dry,29,4,2,2,30,67.0,0.3314127674153719,135.1648125463628,135.1648125463628,,1,135.1648125463628,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,2.0,2.0,30.0,170.1648125463628,964.7062133951467,990.0,0.09789709518626004,0.003516481254636281,989.8985864235592,0.12918662511314968,,,,25.063186403299213,,,,,0.600732500206057,,,,0.92,,,,0.97,,,,29.657087570148388,,,,29.657087570148388,711.7701016835613,0.1466975741060135
1926-12-15,1926-12-26,453.6742,0.9119592484433596,413.7323824701425,0.64,1926,12,15,1926.12,1926,3,76,11,0.035746477845420316,5.727836216568846,0.013844302402368041,0.54,3,Normal,38,5,4,3,54,104.0,0.2513702199936097,309.7323824701425,309.7323824701425,,2,154.86619123507126,154.86619123507126,,,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,4.0,3.0,54.0,356.7323824701425,965.3244915611366,990.0,0.1604277284956193,0.0319464764940285,989.8076257950104,0.16973753247424947,0.16973753247424947,,,24.313396701399533,24.313396701399533,,,,0.6882941832669833,0.6882941832669833,,,0.92,0.92,,,0.97,0.97,,,32.96331059846264,32.96331059846264,,,65.92662119692528,1582.2389087262063,0.15934605070871613
1927-01-15,1927-01-26,653.5614,0.8750395785925671,571.8920920403683,0.4970000000000001,1927,1,15,1927.01,1926,4,107,16,0.04941147675228782,0.0,0.0,0.49,3,Normal,41,6,4,3,66,120.0,0.2098297942394516,451.89209204036837,451.89209204036837,,2,225.94604602018418,225.94604602018418,,,0.0,0.0,0.0,0.0,0.0,0.0,41.0,6.0,4.0,3.0,66.0,502.89209204036837,966.0185932161558,990.0,0.20896785344514074,0.060378418408073675,989.7306537281469,0.3613376812837386,0.3613376812837386,,,23.350722830707394,23.350722830707394,,,,1.0042046489785963,1.0042046489785963,,,0.94,0.94,,,0.98,0.98,,,47.67909585903284,47.67909585903284,,,95.35819171806568,2288.596601233577,0.16674158122706584
1927-02-15,1927-02-26,1313.8865,0.9097424573913048,1195.2983332432605,0.275,1927,2,15,1927.02,1926,5,138,20,0.10327377599221772,12.549711249809661,0.010499229272543136,0.29,2,Mod_Wet,49,8,7,5,93,162.0,0.13553101806846632,990.0,990.0,,4,247.50000000000003,247.50000000000003,247.50000000000003,247.50000000000003,43.298333243260345,13.096409437776275,2.1381892959634743,1.8709156339680395,1.3363683099771708,24.856450565575386,62.09640943777627,10.138189295963477,8.870915633968039,6.336368309977171,117.85645056557541,1071.1055143677079,968.5624734893056,990.0,0.6549976496028773,0.3420000000000001,989.0030023503972,0.4334540050000001,0.4334540050000001,0.4334540050000001,0.4334540050000001,20.00707485609159,20.00707485609159,20.00707485609159,20.00707485609159,,1.1,1.1,1.1,1.1,0.9299751629232964,0.9299751629232964,0.9299751629232964,0.9299751629232964,0.98,0.98,0.98,0.98,44.27160156807392,44.27160156807392,44.27160156807392,44.27160156807392,177.08640627229568,4250.073750535096,0.1481524748652486
1927-03-15,1927-03-26,1678.6114,0.9718781251926132,1631.4057003589478,0.215,1927,3,15,1927.03,1926,6,166,24,0.1409534525110131,14.05365825881654,0.008614447194664334,0.56,3,Normal,49,9,9,9,107,183.0,0.11217320128263354,990.0,990.0,,4,247.50000000000003,247.50000000000003,247.50000000000003,247.50000000000003,458.4057003589477,51.0,9.0,16.0,22.544542640603986,359.86115771834363,100.0,18.0,25.0,31.544542640603986,466.86115771834363,1133.0,970.0373821080499,990.0,0.7443298969072165,0.3420000000000001,988.9136701030928,0.4334540050000001,0.4334540050000001,0.4334540050000001,0.4334540050000001,18.44283399004296,18.44283399004296,18.44283399004296,18.44283399004296,,1.1,1.1,1.1,1.1,0.9318129320610016,0.9318129320610016,0.9318129320610016,0.9318129320610016,0.98,0.98,0.98,0.98,40.89090070252181,40.89090070252181,40.89090070252181,40.89090070252181,163.56360281008722,3925.526467442093,0.10025930568594883
1927-04-15,1927-04-26,2891.2138,1.0178660401524815,2942.868341840209,0.091,1927,4,15,1927.04,1926,7,197,29,0.25426382473499404,61.395671665178725,0.020862527484592573,0.42,3,Normal,54,13,14,19,117,217.0,0.07373758347079416,990.0,990.0,,4,247.50000000000003,247.50000000000003,247.50000000000003,247.50000000000003,1735.8683418402088,46.0,5.0,11.0,61.0,1612.8683418402088,100.0,18.0,25.0,80.0,1729.8683418402088,1133.0,973.4893955244628,990.0,0.7443298969072165,0.3420000000000001,988.9136701030928,0.4334540050000001,0.4334540050000001,0.4334540050000001,0.4334540050000001,14.990820573629934,14.990820573629934,14.990820573629934,14.990820573629934,,1.1,1.1,1.1,1.1,0.9098943102039416,0.9098943102039416,0.9098943102039416,0.9098943102039416,0.98,0.98,0.98,0.98,32.45537576521629,32.45537576521629,32.45537576521629,32.45537576521629,129.82150306086515,3115.716073460764,0.04411393510716361
1927-05-15,1927-05-26,2370.2993,1.0061312558588449,2384.832211470341,0.134,1927,5,15,1927.05,1926,8,227,33,0.20604950307103748,10.906986804061034,0.0045734818372553145,0.54,3,Normal,55,13,13,17,178,276.0,0.1157314123285157,990.0,990.0,,4,247.50000000000003,247.50000000000003,247.50000000000003,247.50000000000003,1118.832211470341,44.99999999999997,4.999999999999994,11.999999999999993,63.0,993.8322114703408,100.0,18.0,25.0,80.0,1171.832211470341,1133.0,972.1607740992916,990.0,0.7443298969072165,0.3420000000000001,988.9136701030928,0.4334540050000001,0.4334540050000001,0.4334540050000001,0.4334540050000001,16.319441998801082,16.319441998801082,16.319441998801082,16.319441998801082,,1.1,1.1,1.1,1.1,0.9225621922039124,0.9225621922039124,0.9225621922039124,0.9225621922039124,0.98,0.98,0.98,0.98,35.823766385822594,35.823766385822594,35.823766385822594,35.823766385822594,143.29506554329038,3439.081573038969,0.060086015634174726
