WaterYear,Flow_max,Flow_min,EWRProportion_max,EWRProportion_min,HeadTurbine1_max,HeadTurbine1_min,PowerTurbine1_max,LevelTailwater_max,LevelTailwater_min,Power_max,Power_min,Energy,CapFactor,Prop4Units,Prop3Units,Prop2Units,Prop1Units,Prop0Units,Days0Units,Exceedance
1934,3278.6645629042023,178.2793688535273,0.5221265790467693,0.07158511310109213,25.43600491785945,13.848558429688936,58.62140999562312,974.2145395771963,964.3985022799416,189.1272324999572,18.498304066154613,861069.32967615,0.5460865865526066,0.33424657534246577,0.10410958904109589,0.19726027397260273,0.3643835616438356,0.0,0,0.35000000000000003
1935,2496.800686844093,189.23960472725517,0.4914404684687322,0.061776340307242585,25.42904471556579,15.62168469988292,60.180344638097665,972.4414133070024,964.407469860292,190.65751054049144,20.279715743585047,814367.7279111558,0.5164686250070749,0.28493150684931506,0.10684931506849316,0.18356164383561643,0.4273972602739726,0.0,0,0.65
1936,3600.306705040052,201.17011281861926,0.5438621230113355,0.05018735452937796,25.12608630142817,13.197274721867599,59.34368754899339,974.8658232850177,964.7062133951467,189.90629550505204,21.938060443046144,831316.6301288367,0.5272175482805915,0.3917808219178082,0.06301369863013699,0.16712328767123288,0.3780821917808219,0.0,0,0.55
1937,3227.9047484993603,224.67104686473823,0.5509695261471764,0.04585017574288852,25.06532149032516,13.95504795234167,58.81845765646239,974.1080500545436,964.7179669028592,191.87962294491075,26.10241510574223,841167.0047897795,0.5334646149098043,0.2958904109589041,0.11506849315068493,0.2191780821917808,0.3698630136986301,0.0,0,0.5
1938,2873.0524012848505,220.53049583159046,0.4995886136944385,0.07005249112451256,25.07860418649529,14.730928897310447,59.83008964891336,973.3321691095747,964.7139035738527,191.60187694285838,25.37584738855323,825196.993249454,0.5233365000313634,0.30684931506849317,0.09315068493150686,0.1917808219178082,0.40821917808219177,0.0,0,0.6000000000000001
1939,5259.545195770601,214.75310038088367,0.5376285669324958,0.04672621341938372,25.095388759610227,10.36648906207536,59.75885010948896,977.7242467860423,964.7095807268092,189.90629550505204,25.307516556522714,889082.2900593751,0.5638522894846367,0.410958904109589,0.1178082191780822,0.1780821917808219,0.2958904109589041,0.0,0,0.2
1940,3355.9174512398436,224.67104686473823,0.5252123121633966,0.054530542737989775,25.10789020723723,13.688496416661868,59.83008964891336,974.3746015902234,964.7179669028592,191.60187694285838,22.448484404424647,867564.6130451455,0.5502058682427357,0.36164383561643837,0.0547945205479452,0.20273972602739726,0.38082191780821917,0.0,0,0.30000000000000004
1941,2187.823512835168,189.23960472725517,0.4821789809675057,0.06764713841483905,25.387793187475328,16.415680145698463,60.4717223942609,971.6474178611867,964.3985022799416,193.05104536506408,21.938060443046144,761050.7712015033,0.48265523287766576,0.2191780821917808,0.10410958904109589,0.2191780821917808,0.4575342465753425,0.0,0,0.9
1942,1707.8301963432584,171.1379824381925,0.4559546776568619,0.08665966927911921,25.390715534276705,17.788510185996827,60.521134781941754,970.2745878208883,964.3985022799416,192.7711881162384,24.85203452061397,808984.9962909947,0.5130549190074801,0.2493150684931507,0.09315068493150686,0.2547945205479452,0.40273972602739727,0.0,0,0.7000000000000001
1943,2542.9744128795624,178.2793688535273,0.4570738376467937,0.08093376915587656,25.426598754884147,15.508153275723956,60.180344638097665,972.5549447311612,964.3985022799416,190.7486862461577,22.403650357174893,845449.3950629946,0.5361804890049433,0.3561643835616438,0.07397260273972603,0.15616438356164383,0.41643835616438357,0.0,0,0.45
1944,3886.053218431513,192.89523707448373,0.5465290723543582,0.059651366422558826,25.390715534276705,12.649760800208654,57.68565234364087,975.4133372066766,964.3985022799416,189.36952039292908,24.370073346707848,795975.395515441,0.5048042843197875,0.3041095890410959,0.10136986301369863,0.20821917808219179,0.3863013698630137,0.0,0,0.75
1945,1589.152359062425,194.7956741845264,0.487210574194934,0.09541273251312553,25.437889857510857,18.159350528795432,59.83008964891336,969.9037474780896,964.3985022799416,193.05104536506408,21.745247813886994,871737.9249048452,0.5528525652618247,0.3041095890410959,0.12054794520547946,0.1506849315068493,0.4246575342465753,0.0,0,0.30000000000000004
1946,4629.081161917657,192.89523707448373,0.4831464060712186,0.04690866465601761,25.390715534276705,11.341322967111024,60.180344638097665,976.7217750397743,964.3985022799416,188.0386063576132,26.07050134400107,832520.4820770007,0.527981026177702,0.3589041095890411,0.1178082191780822,0.18082191780821918,0.3424657534246575,0.0,0,0.55
1947,6170.049530809099,261.382924552137,0.4865871740961382,0.03873550752009265,24.93097648234209,9.130496117359897,59.3599023655685,979.0342701067267,964.7827075018073,191.2317967817973,0.0,756387.6996626387,0.47969793230760954,0.32054794520547947,0.10136986301369863,0.1780821917808219,0.3178082191780822,0.08493150684931507,31,0.9500000000000001
1948,905.4211927358452,192.89523707448373,0.471758667451502,0.13729101014335654,25.426598754884147,21.472446703555203,59.96189320164477,967.4468608545924,964.3985022799416,151.43753243593147,21.713754569292306,639858.8228767002,0.40579580344793265,0.0,0.1917808219178082,0.3506849315068493,0.4575342465753425,0.0,0,1.0
1949,5186.55444773476,171.1379824381925,0.5350733899864419,0.031234608955229205,25.38870217496677,10.472229862837324,59.347131690364606,977.6125713265303,964.3985022799416,188.97501891923653,20.649072018601434,757499.8707349203,0.4804032665746577,0.36164383561643837,0.06027397260273973,0.1780821917808219,0.4,0.0,0,0.9
1950,4401.902674556776,192.89523707448373,0.504083003920991,0.05300893207969328,25.390715534276705,11.725367920331525,59.03294320520085,976.3377300865536,964.3985022799416,191.6652636604156,26.07050134400107,845819.9920188661,0.5364155200525533,0.3698630136986301,0.08493150684931507,0.20821917808219179,0.336986301369863,0.0,0,0.45
1951,6170.049530809099,256.6827889882703,0.4789471017177073,0.039657848299362614,24.974040507925586,9.130496117359897,60.50019700997456,979.0342701067267,964.7719688076762,191.60187694285838,0.0,806482.5426216691,0.5114678733014137,0.3972602739726027,0.038356164383561646,0.16164383561643836,0.35342465753424657,0.052054794520547946,19,0.7000000000000001
1952,5886.181288951835,220.53049583159046,0.4805230263991646,0.0450282396054956,25.07860418649529,9.500394198767552,60.50019700997456,978.6412915501784,964.7139035738527,189.8325796410578,0.0,815245.9687998416,0.5170256017249122,0.35342465753424657,0.0958904109589041,0.2356164383561644,0.29041095890410956,0.024657534246575342,9,0.65
1953,3811.676948218156,258.7976520087449,0.5332351314970081,0.057511654742298614,25.01696368860967,12.789653512928185,59.6383138407224,975.2734444939572,964.7767244421553,191.65601536223488,25.880719277858486,896675.362146191,0.5686677842124499,0.3726027397260274,0.11232876712328767,0.19452054794520549,0.32054794520547947,0.0,0,0.2
1954,3803.114617748527,212.05144921368182,0.4760289697735415,0.06064225329750076,25.10250556170348,12.805873370016528,59.3599023655685,975.2572246368687,964.7081305219467,189.1272324999572,24.73388951958707,912862.0999683569,0.5789333459971822,0.4465753424657534,0.07671232876712329,0.16164383561643836,0.3150684931506849,0.0,0,0.15000000000000002
1955,5672.879600260333,249.7991800258312,0.44035372729656336,0.05163011656961123,24.995454522292302,9.787199344477429,59.96423070377079,978.3371434840664,964.7573987599468,191.65601536223488,0.0,854590.6389441711,0.5419778278438426,0.410958904109589,0.10410958904109589,0.2219178082191781,0.2328767123287671,0.03287671232876712,12,0.4
1956,9153.793636168486,290.5219447532691,0.5045484527768191,0.026109393492951685,24.856746857894233,6.692556344262087,60.50019700997456,981.9674521353037,964.8613780473187,189.62712198142086,0.0,777622.1010951753,0.4931647013541193,0.24383561643835616,0.10410958904109589,0.2876712328767123,0.29041095890410956,0.07397260273972603,27,0.8500000000000001
1957,9912.101075056224,283.6079686159883,0.4398375761907168,0.019874696445110914,24.821781746274123,6.476952986136624,60.17152891604115,982.3650492787621,964.8410290195503,189.5734201126534,0.0,733132.585358036,0.4649496355644571,0.29041095890410956,0.07671232876712329,0.21643835616438356,0.25205479452054796,0.1643835616438356,60,0.9500000000000001
1958,4432.218100140775,243.27968621428658,0.4850384421166294,0.05278230872441863,25.041966722961305,11.67335589206455,59.956100344135464,976.3897421148207,964.7449711020424,189.89980476280545,27.166345830808982,935912.301993262,0.593551688225052,0.3452054794520548,0.17534246575342466,0.2,0.27945205479452057,0.0,0,0.1
1959,4629.081161917657,194.7956741845264,0.5339222515434264,0.0586341534250936,25.437889857510857,11.341322967111024,60.4717223942609,976.7217750397743,964.3985022799416,192.7711881162384,20.61520572867761,818430.9590166862,0.5190455092698416,0.32054794520547947,0.1178082191780822,0.19452054794520549,0.3698630136986301,0.0,0,0.65
1960,6081.317073546183,201.17011281861926,0.4821789809675057,0.03467215810530008,25.12608630142817,9.244725153433322,59.204928631335754,978.9128265007507,964.7062133951467,190.62845128006146,0.0,801717.5820993182,0.5084459551619217,0.3150684931506849,0.11506849315068493,0.22465753424657534,0.28493150684931506,0.06027397260273973,22,0.75
1961,5569.845470794792,266.78604271350054,0.42751982499898,0.04608068852036901,24.91382922133461,9.92861271821944,60.50019700997456,978.1873527143596,964.7957891429297,191.31670297187821,0.0,885062.9420337761,0.5613032356885946,0.4465753424657534,0.07397260273972603,0.2547945205479452,0.20821917808219179,0.01643835616438356,6,0.25
1962,7115.411678283417,283.6079686159883,0.42751982499898,0.038378226642973225,24.848040541431534,7.870127714676713,60.50019700997456,980.3715030695348,964.8410290195503,189.68532582264342,0.0,816511.334576874,0.5178280914363736,0.4054794520547945,0.0684931506849315,0.2,0.2054794520547945,0.12054794520547946,44,0.65
1963,2450.1297002835204,290.5219447532691,0.5197999855684006,0.06451716398849737,24.856746857894233,15.73772833901826,59.956100344135464,972.325369667867,964.8613780473187,191.60187694285838,33.18984258630497,1018971.1326182806,0.6462272530557335,0.4,0.15342465753424658,0.1863013698630137,0.26301369863013696,0.0,0,0.0
1964,2742.499149867776,264.1051871975735,0.4805230263991646,0.06850328613236198,24.92750788051905,15.031428424430333,59.347131690364606,973.0316695824547,964.7892030235267,191.65601536223488,32.4883648304535,887255.5752462127,0.5626937945498558,0.336986301369863,0.10410958904109589,0.22465753424657534,0.33424657534246577,0.0,0,0.25
1965,5396.328800163887,246.1954239432886,0.4728449071180803,0.03423857167995405,25.001875217974447,10.171190563753118,60.17152891604115,977.9306667488871,964.750356603386,189.9828288856752,30.25852797615914,856398.154362683,0.5431241466024118,0.3561643835616438,0.09315068493150686,0.22465753424657534,0.32602739726027397,0.0,0,0.35000000000000003
1966,3452.248381930785,266.78604271350054,0.4932841965384821,0.04467195427194128,24.91382922133461,13.492192647451091,59.03294320520085,974.5709053594342,964.7957891429297,192.7711881162384,30.911271856123978,887416.2659620992,0.5627957039333455,0.33424657534246577,0.1232876712328767,0.18356164383561643,0.3589041095890411,0.0,0,0.25
1967,5513.419393582916,256.6827889882703,0.4533810345185399,0.03732467293302795,24.96385255011396,10.006878044718931,59.96423070377079,978.1044995528005,964.7719688076762,188.98905593662087,31.70829584782457,876248.25314342,0.5557129966662988,0.4602739726027397,0.08493150684931507,0.24383561643835616,0.2136986301369863,0.0,0,0.25
1968,8539.833006270135,281.3222739992266,0.3910106314592865,0.03587901921233733,24.83489076953501,6.933856311407182,58.93720803472382,981.5788016169827,964.8345132638824,190.7486862461577,0.0,784801.1555653855,0.4977176278319289,0.27945205479452057,0.13150684931506848,0.2876712328767123,0.13972602739726028,0.16164383561643836,59,0.8500000000000001
1969,4873.665761819121,335.4728177879068,0.4355340706900914,0.043534345968618736,24.59841300064518,10.941919710287335,59.204928631335754,977.121178296598,965.0126758520996,191.32781956108602,41.24560639391576,979921.8578094471,0.6214623654296342,0.43561643835616437,0.13424657534246576,0.32602739726027397,0.10410958904109589,0.0,0,0.05
1970,3139.3228726318957,320.2150422476492,0.4728449071180803,0.07155880940488421,24.65420394301239,14.143471686200273,59.03294320520085,973.919626320685,964.9581427597217,191.2663683615124,40.49997698940256,955432.2429249353,0.6059311535546267,0.3835616438356164,0.1095890410958904,0.2356164383561644,0.27123287671232876,0.0,0,0.1
1971,1881.0436962338129,275.9224808516464,0.5106163793792917,0.0786797246105035,24.865125514676485,17.27104554320836,60.50019700997456,970.7920524636768,964.8195633204764,190.62985803719903,35.00364208627205,934276.2628930837,0.5925141190341728,0.27945205479452057,0.19452054794520549,0.21095890410958903,0.3178082191780822,0.0,0,0.1
1972,1208.137555230546,229.3650854576809,0.514463654154423,0.10185150488371986,25.093014105892358,19.65797426074005,59.83008964891336,968.6091828747252,964.7234841110773,192.4178301866596,23.685613338941998,803653.2393359737,0.5096735409284461,0.1863013698630137,0.14794520547945206,0.23835616438356164,0.4273972602739726,0.0,0,0.7000000000000001
1973,2840.311133494523,209.2745177174335,0.5279610373801357,0.059893135721796574,25.10931370221045,14.805482716968145,60.180344638097665,973.2576152899173,964.7070400761114,189.6599382677304,23.89454640427615,918246.05286552,0.5823478265255708,0.40273972602739727,0.11506849315068493,0.1232876712328767,0.3589041095890411,0.0,0,0.15000000000000002
1974,5415.424041152379,220.53049583159046,0.4760289697735415,0.044596193389459776,25.07860418649529,10.144216469512642,56.321569707052966,977.9591934198868,964.7139035738527,191.61935717758672,26.82623221559595,861268.0688336537,0.546212626099476,0.4438356164383562,0.057534246575342465,0.21643835616438356,0.2821917808219178,0.0,0,0.35000000000000003
1975,5434.01921081911,239.64129376144416,0.4590193879920451,0.04428936946776511,25.03811113253227,10.118015902226674,60.180344638097665,977.9869059046324,964.7386603273816,189.1241857538986,28.10781284525189,843138.4826963642,0.5347149179961721,0.38904109589041097,0.11506849315068493,0.22465753424657534,0.273972602739726,0.0,0,0.45
1976,2831.488197054909,335.4728177879068,0.4269559258036981,0.07638560997449591,24.574375640467103,14.825664252277718,60.50019700997456,973.2374337546077,965.0126758520996,193.27865993257592,42.945088891738564,962483.9025592878,0.6104032867575392,0.3780821917808219,0.1095890410958904,0.2684931506849315,0.24383561643835616,0.0,0,0.05
1977,6347.584761383252,273.7644374568714,0.4231192818227289,0.04428936946776511,24.86609195876987,8.700102819352608,59.6383138407224,979.4790982617263,964.8137698976084,191.1263529383472,0.0,888592.848026135,0.5635418873833936,0.42191780821917807,0.09863013698630137,0.20821917808219179,0.18356164383561643,0.08767123287671233,32,0.2
1978,5326.301133333888,338.3210417029997,0.4433177093614922,0.055385527895481734,24.57900776111257,10.270716186133953,59.96423070377079,977.8254473869993,965.0231531736588,190.7486862461577,41.83259823620281,1010616.8674369027,0.6409290128341595,0.4438356164383562,0.15616438356164383,0.3232876712328767,0.07671232876712329,0.0,0,0.05
1979,3067.825784637742,311.8155700798613,0.4447319276810018,0.06242462564829359,24.73008480812923,14.298029869226825,59.956100344135464,973.7650681376584,964.9293962084275,190.67489212567813,38.039777942035606,1000745.1234666649,0.6346683938778951,0.4547945205479452,0.10684931506849316,0.2136986301369863,0.2273972602739726,0.0,0,0.05
1980,3452.248381930785,283.6079686159883,0.4750071465933458,0.06091342144942676,24.856746857894233,13.492192647451091,59.03294320520085,974.5709053594342,964.8410290195503,189.6599382677304,33.18984258630497,922831.8480854818,0.5852561187756734,0.3589041095890411,0.1232876712328767,0.2493150684931507,0.2684931506849315,0.0,0,0.1
1981,1436.9972565708524,243.27968621428658,0.4850384421166294,0.08730297922680243,25.041966722961305,18.662009873871696,60.180344638097665,969.4069370906441,964.7449711020424,191.60187694285838,27.166345830808982,792216.1229578069,0.5024201693035305,0.1780821917808219,0.14794520547945206,0.2958904109589041,0.3780821917808219,0.0,0,0.75
1982,1117.0362502238706,222.2828362851385,0.4995886136944385,0.11399921044365778,25.06920974952541,20.338938248654088,59.83008964891336,968.2729653324304,964.7155282950152,181.6034493559708,25.37584738855323,841373.9925858502,0.5335958857089359,0.19452054794520549,0.2,0.2356164383561644,0.3698630136986301,0.0,0,0.5
1983,1807.794012387604,212.05144921368182,0.4574361569312088,0.07159944787520144,25.10250556170348,17.486589660327652,59.33856682965085,970.5765083465576,964.7081305219467,191.60187694285838,24.73388951958707,796783.4776446036,0.5053167666442184,0.2273972602739726,0.1178082191780822,0.23013698630136986,0.4273972602739726,0.0,0,0.75
1984,1952.5344676593647,199.0925590239552,0.5335225197244101,0.07722243837734956,25.390715534276705,17.065084569427952,59.83008964891336,970.9980134374573,964.3985022799416,192.7711881162384,22.80314543138068,842477.9612973693,0.534296018072913,0.26575342465753427,0.14520547945205478,0.2,0.38904109589041097,0.0,0,0.5
1985,3049.547329305057,201.17011281861926,0.5259170804891159,0.05111454946408335,25.12608630142817,14.337907833851846,60.034363748004246,973.7251901730334,964.7062133951467,189.77163761785167,21.938060443046144,769961.1451522448,0.4883061549671771,0.24383561643835616,0.10684931506849316,0.2136986301369863,0.43561643835616437,0.0,0,0.8500000000000001
1986,2076.7821263719575,239.64129376144416,0.512727565590965,0.07327329853929335,25.05626942446568,16.716932648173458,59.83008964891336,971.3461653587117,964.7386603273816,189.3739431498725,26.10241510574223,905112.2240369446,0.5740184069234808,0.27671232876712326,0.15616438356164383,0.26575342465753427,0.3013698630136986,0.0,0,0.15000000000000002
1987,2467.4434971899177,224.67104686473823,0.512727565590965,0.061384095820668026,25.085953355319727,15.694525664578874,60.18616315951858,972.3685723423064,964.7179669028592,191.60009610237012,25.00280573795675,833900.3427887256,0.5288561281004095,0.30684931506849317,0.07123287671232877,0.2136986301369863,0.410958904109589,0.0,0,0.55
1988,3811.676948218156,209.2745177174335,0.5106163793792917,0.06285758612728656,25.10931370221045,12.789653512928185,60.180344638097665,975.2734444939572,964.7070400761114,193.27865993257592,23.89454640427615,842396.6805025432,0.5342444701309889,0.39452054794520547,0.07123287671232877,0.19452054794520549,0.33972602739726027,0.0,0,0.5
1989,1027.8009259147987,212.05144921368182,0.4487829919628007,0.11369383166460473,25.090122802167066,20.95504888753643,60.034363748004246,967.9324977201276,964.7081305219467,166.79743874136778,26.010939034206423,748965.8902511087,0.47499105165595423,0.06301369863013699,0.3178082191780822,0.1726027397260274,0.4465753424657534,0.0,0,0.9500000000000001
1990,2293.9632006513275,199.0925590239552,0.487210574194934,0.07722243837734956,25.437889857510857,16.135887195305447,60.08103044172197,971.9272108115796,964.3985022799416,191.6652636604156,21.767342937105198,788966.1356907088,0.5003590408997391,0.29315068493150687,0.07397260273972603,0.16164383561643836,0.4712328767123288,0.0,0,0.8
1991,905.4211927358452,175.04384955453037,0.41132550605595697,0.11800086178460895,25.390715534276705,21.431982849849568,59.428277804151875,967.4468608545924,964.3985022799416,154.6383993825168,21.92561448643812,679956.4266457647,0.43122553693922167,0.0,0.2684931506849315,0.27123287671232876,0.46301369863013697,0.0,0,1.0
1992,3573.2680912123824,163.87541321774722,0.4565834705329932,0.059487327941103986,25.378084489831753,13.250536801931348,59.83008964891336,974.812561204954,964.3985022799416,191.60009610237012,22.99849070962455,770630.821118981,0.4887308606792117,0.2821917808219178,0.0958904109589041,0.16712328767123288,0.4547945205479452,0.0,0,0.8500000000000001
1993,1839.4149794968628,155.86976452715123,0.4630204047405221,0.08077296967852735,25.390715534276705,17.39296789828468,60.521134781941754,970.6701301086006,964.3985022799416,191.2153439489049,17.445009045128526,696562.2102290349,0.44175685580227986,0.2,0.0958904109589041,0.1506849315068493,0.5534246575342465,0.0,0,1.0
1994,1231.9889272331854,132.8891725892938,0.5418048633843378,0.1009435991550382,25.42985043394149,19.504592560831,60.655002779664876,968.6953798683127,964.3985022799416,193.30552770841183,11.65053752882236,560727.3954521832,0.35561098138773667,0.11232876712328767,0.0684931506849315,0.1643835616438356,0.6547945205479452,0.0,0,1.0
1995,819.2739407352476,114.99803130518691,0.5323460868974058,0.15257411933280854,25.42985043394149,22.038111939794774,59.96189320164477,967.0917883657373,964.3985022799416,138.27007100406522,12.206308673420596,493939.1830730327,0.3132541749575296,0.0,0.13972602739726028,0.26301369863013696,0.6,0.0,0,1.0
1996,1399.6225280663384,102.69188909931223,0.4965815093576722,0.09034545770358113,25.42907389311777,18.85648577949981,60.188433829212855,969.280973162941,964.3985022799416,193.30552770841183,9.716397609710405,737282.9293147443,0.467581766435023,0.21643835616438356,0.13424657534246576,0.13972602739726028,0.5095890410958904,0.0,0,0.9500000000000001
1997,3524.628422363977,156.55090676315066,0.5627652120752787,0.05340255853858957,25.355747252177487,13.347013796044008,59.55614295559742,974.7160842108412,964.4055219595392,189.01285314899346,19.105377233561644,785650.8894274627,0.4982565255120895,0.33972602739726027,0.0821917808219178,0.16164383561643836,0.41643835616438357,0.0,0,0.8
1998,3420.728127398308,173.8393553723827,0.5616451299153826,0.06343678653148123,25.390709962790844,13.55603140905869,59.523816899834785,974.5070665978267,964.3986294372957,192.4711491198588,21.458716148439656,800048.0633483722,0.507387153315812,0.336986301369863,0.0821917808219178,0.1643835616438356,0.41643835616438357,0.0,0,0.75
1999,3411.254881154899,193.63700368409016,0.4699514982604374,0.046898694988634436,25.426579423684398,13.575292011952412,59.442090613514566,974.4878059949327,964.3986294372957,187.83396996852989,21.872048601660453,767605.5452005363,0.4868122432778642,0.26575342465753427,0.09041095890410959,0.21095890410958903,0.43561643835616437,0.0,0,0.9
2000,3676.580923365921,140.01135876889322,0.491602748516731,0.06260931471784033,25.389848730337768,13.048418252944273,59.555520628879506,975.0146797539412,964.4110327639947,191.92716710464092,18.705156362992295,819165.4530642374,0.5195113223390648,0.37534246575342467,0.08767123287671233,0.15342465753424658,0.3835616438356164,0.0,0,0.6000000000000001
2001,2029.000290301854,195.06159015785892,0.5288728309925945,0.0766337568277784,25.43646365925386,16.849393199271006,59.523816899834785,971.2137048076142,964.4055219595392,190.07929534905546,20.671376727694668,852867.3299672127,0.5408849124601806,0.2958904109589041,0.0958904109589041,0.24383561643835616,0.3643835616438356,0.0,0,0.4
2002,3846.3561435461793,193.63700368409016,0.521612128558988,0.04248624536401992,25.436593820622374,12.724204173830984,60.609622450623476,975.3388938330544,964.3984031027992,190.78357224997157,20.63188733429689,838164.5791294983,0.5315604890471197,0.36712328767123287,0.0821917808219178,0.14794520547945206,0.40273972602739727,0.0,0,0.5
2003,4338.666842200586,189.24387002768773,0.5024125600387559,0.05508604571232264,25.437591416462308,11.834643850178013,60.077093788107824,976.2284541567074,964.4000857830946,192.26661469079662,20.63188733429689,812455.6919043978,0.5152560197262797,0.38082191780821917,0.08767123287671233,0.15616438356164383,0.3780821917808219,0.0,0,0.7000000000000001
2004,1337.006975956191,193.63700368409016,0.4836636196751263,0.09803521968703598,25.425151211235193,19.102725846746647,60.609622450623476,969.0662694938252,964.4079148338388,193.90840486585117,21.808952262479767,851504.4266888668,0.5400205648711738,0.28493150684931506,0.09315068493150686,0.2054794520547945,0.41643835616438357,0.0,0,0.4
2005,2684.4461330713057,156.55090676315066,0.5372215426326648,0.07959321138524145,25.389848730337768,15.167886346255006,60.077093788107824,972.8952116606304,964.3986294372957,189.96873850860905,18.993169091453726,850338.0376993883,0.5392808458266035,0.3698630136986301,0.07671232876712329,0.1506849315068493,0.40273972602739727,0.0,0,0.45
2006,4543.004982908213,210.07891868084374,0.5024125600387559,0.04343108567408233,25.098972978644518,11.485299471744796,60.378249054595614,976.5777985351403,964.7073132720725,188.8197420545739,25.02354738469473,836403.0383016394,0.5304433271826734,0.41643835616438357,0.07123287671232877,0.18082191780821918,0.3315068493150685,0.0,0,0.55
2007,3367.2754716645045,236.8493354753479,0.491602748516731,0.05511374055623566,25.054767905537442,13.665163691769592,60.35514756202026,974.3979343151157,964.7341390045932,188.06647619204603,26.47545405122385,893140.1840178902,0.5664257889509705,0.4410958904109589,0.07671232876712329,0.12054794520547946,0.3643835616438356,0.0,0,0.2
2008,5796.211608335895,181.5686791602694,0.4866309423946183,0.041233829292270686,25.390493420378352,9.620409063522814,59.555520628879506,978.5139615206017,964.4035372959668,191.92716710464092,0.0,822472.7901811939,0.5216088217790422,0.3972602739726027,0.07123287671232877,0.15342465753424658,0.3424657534246575,0.03561643835616438,13,0.6000000000000001
2009,5149.143297912559,213.4151960906308,0.4675851944402699,0.04743822111976796,25.098972978644518,10.526848505655453,60.35514756202026,977.5549108953533,964.7088155129636,189.892052241064,25.02354738469473,866323.3119892628,0.5494186402773102,0.4547945205479452,0.08493150684931507,0.1917808219178082,0.2684931506849315,0.0,0,0.35000000000000003
2010,4355.928308169298,224.7272915223594,0.4894821597093626,0.05183905737278062,25.091236257217666,11.804708933526694,60.378249054595614,976.2583890733586,964.718027393224,189.38565670449745,24.65312919963097,871369.8824913277,0.5526191542943478,0.4821917808219178,0.06027397260273973,0.1506849315068493,0.30684931506849317,0.0,0,0.30000000000000004
