Date,LaggedDate,VicFalls,Conversion,Flow,Exceedance,Year,Month,Day,MonthId,WaterYear,WaterMonth,WaterDay,WaterWeek,Volume,Flow_difference,EWRRefExceedance,EWRBandNo,EWRBandLabel,EWRChannelA,EWRChannelC,EWRChannelD,EWRChannelE,EWRChannelFG,EWRTotal,EWRProportion,FlowCanal,FlowSpill,SpillChannelA,SpillChannelC,SpillChannelD,SpillChannelE,SpillChannelFG,FlowChannelA,FlowChannelC,FlowChannelD,FlowChannelE,FlowChannelFG,FlowLeftChannel,Turbines,FlowTurbine1,FlowTurbine2,FlowTurbine3,FlowTurbine4,LevelTailwater,LevelHeadpond,HeadlossLeftChannel,HeadlossCanal,LevelForebay,HeadlossTurbine1,HeadlossTurbine2,HeadlossTurbine3,HeadlossTurbine4,HeadTurbine1,HeadTurbine2,HeadTurbine3,HeadTurbine4,EffTurbine1,EffTurbine2,EffTurbine3,EffTurbine4,LoadFactorTurbine1,LoadFactorTurbine2,LoadFactorTurbine3,LoadFactorTurbine4,EffGen1,EffGen2,EffGen3,EffGen4,PowerTurbine1,PowerTurbine2,PowerTurbine3,PowerTurbine4,Power,Energy,PerfMwPerCumec,ExceedanceRnd
1925-08-15,1925-08-26,293.6805,0.9362965832446792,274.97204871558904,0.8260000000000001,1925,8,15,1925.08,1924,11,319,46,0.02375758500902689,7.324166206999394,0.88,4,Mod_Dry,39,7,5,4,60,115.0,0.4182243269349445,159.97204871558904,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,5.0,4.0,60.0,210.97204871558904,1,159.97204871558904,,,,964.8169987158972,990.0,0.11180865297122353,0.005997204871558904,989.8821941421572,0.1811359735236538,,,,24.884059452736526,,,,0.92,,,,0.6398881948623562,,,,0.97,,,,34.84928771702652,,,,34.84928771702652,836.3829052086363,0.12673756434448388,0.825
1925-09-15,1925-09-26,206.1864,0.9756711054590376,201.17011281861926,0.951,1925,9,15,1925.09,1924,12,350,50,0.01738109774752871,0.0,0.95,5,Dry,30,6,4,2,30,72.0,0.35790604772845785,129.17011281861926,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.0,4.0,2.0,30.0,169.17011281861926,1,129.17011281861926,,,,964.7063353543097,990.0,0.09755799300634746,0.0029170112818619263,989.8995249957118,0.11792923139127776,,,,25.075260410010728,,,,0.91,,,,0.516680451274477,,,,0.97,,,,28.04720732296009,,,,28.04720732296009,673.1329757510423,0.13942034892751815,0.95
1925-10-15,1925-10-26,156.5885,1.0617930438264065,166.26458004321125,0.989,1925,10,15,1925.1,1925,1,15,3,0.014365259715733453,2.928760336624152,0.94,5,Dry,24,4,2,2,20,52.0,0.3127545264691102,114.26458004321123,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,2.0,20.0,144.26458004321125,1,114.26458004321123,,,,964.4658696268319,990.0,0.08906747046927656,0.0014264580043211255,989.9095060715264,0.09212519720397093,,,,25.351511247490365,,,,0.9,,,,0.457058320172845,,,,0.97,,,,24.808398670005612,,,,24.808398670005612,595.4015680801348,0.14921036497104825,0.99
1925-11-15,1925-11-26,180.3141,1.0466171465371623,188.71982882241662,0.976,1925,11,15,1925.11,1925,2,46,7,0.016305393210256796,2.941123250503466,0.94,5,Dry,23,4,2,2,19,50.0,0.2649430126764765,138.71982882241662,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,2.0,2.0,19.0,167.71982882241662,1,138.71982882241662,,,,964.4219365524943,990.0,0.09706357800764202,0.0038719828822416616,989.8990644391099,0.13610088356740138,,,,25.34102700304816,,,,0.91,,,,0.5548793152896665,,,,0.97,,,,30.440016945900002,,,,30.440016945900002,730.5604067016001,0.16129739591139486,0.975
1925-12-15,1925-12-26,353.2963,0.9281058395327992,327.8963591153317,0.7440000000000001,1925,12,15,1925.12,1925,3,76,11,0.028330245427564658,5.44610193475296,0.79,4,Mod_Dry,31,5,3,2,36,77.0,0.23483029884121595,250.89635911533168,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,3.0,2.0,36.0,289.8963591153317,1,250.89635911533168,,,,964.9852470017777,990.0,0.1382312631748334,0.020179271823066336,989.841589465002,0.44541259373556014,,,,24.41092986948912,,,,0.95,,,,1.0035854364613268,,,,0.98,,,,55.93676813512193,,,,55.93676813512193,1342.4824352429264,0.17059283087509725,0.745
1926-01-15,1926-01-26,547.8849,0.8752989863551575,479.56309760929685,0.5630000000000001,1926,1,15,1926.01,1925,4,107,16,0.04143425163344324,2.1965219906711013,0.8300000000000001,4,Mod_Dry,34,5,4,3,45,91.0,0.1897560518181036,388.56309760929685,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,4.0,3.0,45.0,431.56309760929685,2,194.2815488046484,194.2815488046484,,,965.6090563455651,990.0,0.18527925750862256,0.047712619521859366,989.7670081229696,0.26722263512204103,0.26722263512204103,,,23.89072914228234,23.89072914228234,,,0.93,0.93,,,0.7771261952185937,0.7771261952185937,,,0.97,0.97,,,41.07566958992334,41.07566958992334,,,82.15133917984669,1971.6321403163208,0.17130454697074274,0.565
1926-02-15,1926-02-26,799.0771,0.8911326595966059,712.0837013457431,0.4320000000000001,1926,2,15,1926.02,1925,5,138,20,0.0615240317962722,8.250020921077635,0.85,4,Mod_Dry,36,6,5,4,54,105.0,0.14745457563705505,607.0837013457431,0.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,5.0,4.0,54.0,654.0837013457431,3,202.3612337819144,202.3612337819144,202.3612337819144,,966.635287506292,990.0,0.2958456239685467,0.11212511040372293,989.5920292656276,0.2898998250069104,0.2898998250069104,0.2898998250069104,,22.66684193432893,22.66684193432893,22.66684193432893,,0.93,0.93,0.93,,0.8094449351276575,0.8094449351276575,0.8094449351276575,,0.97,0.97,0.97,,40.59214721381856,40.59214721381856,40.59214721381856,,121.77644164145569,2922.634599394936,0.1710142240460138,0.43
1926-03-15,1926-03-26,1974.4395,1.004560374130299,1983.4436828176406,0.179,1926,3,15,1926.03,1925,6,166,24,0.17136953419544412,81.31160990711305,0.5700000000000001,3,Normal,49,9,9,9,107,183.0,0.09226377415467316,1100.0,700.4436828176407,51.0,9.0,16.0,34.44804997463806,589.9956328430025,100.0,18.0,25.0,43.44804997463806,696.9956328430025,1243.0,4,275.0,275.0,275.0,275.0,971.0857615991597,990.0,0.9219672131147539,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,16.977336407725787,16.977336407725787,16.977336407725787,16.977336407725787,0.9268745797848696,0.9268745797848696,0.9268745797848696,0.9268745797848696,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,41.602392083349436,41.602392083349436,41.602392083349436,41.602392083349436,166.40956833339774,3993.829640001546,0.08389931601032384,0.18
1926-04-15,1926-04-26,3941.514,1.0074330404372898,3970.8114329461437,0.039,1926,4,15,1926.04,1925,7,197,29,0.3430781078065468,56.21064434863638,0.18,2,Mod_Wet,70,14,18,25,168,295.0,0.07429212013251528,1100.0,2575.811432946144,30.0,3.9999999999999862,7.0,55.0,2479.811432946144,100.0,18.0,25.0,80.0,2647.811432946144,1243.0,4,275.0,275.0,275.0,275.0,975.5706162732182,990.0,0.9219672131147539,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,12.492481733667047,12.492481733667047,12.492481733667047,12.492481733667047,0.8717320681531809,0.8717320681531809,0.8717320681531809,0.8717320681531809,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,28.79118383434621,28.79118383434621,28.79118383434621,28.79118383434621,115.16473533738484,2763.9536480972356,0.02900282153462481,0.04
1926-05-15,1926-05-26,2483.648,1.0134558978398422,2517.067713758129,0.125,1926,5,15,1926.05,1925,8,227,33,0.21747465046870232,25.90669912143357,0.3,2,Mod_Wet,65,14,17,23,202,321.0,0.1275293462489844,1100.0,1096.0677137581288,35.000000000000036,4.0,8.0,57.0,992.0677137581288,100.0,18.0,25.0,80.0,1194.0677137581288,1243.0,4,275.0,275.0,275.0,275.0,972.4914000371384,990.0,0.9219672131147539,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,15.571697969746722,15.571697969746722,15.571697969746722,15.571697969746722,0.9160842687991684,0.9160842687991684,0.9160842687991684,0.9160842687991684,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,37.71370275598993,37.71370275598993,37.71370275598993,37.71370275598993,150.85481102395968,3620.515464575033,0.05993275834392421,0.125
1926-06-15,1926-06-26,1275.7375,0.9145169696925052,1166.6835926230924,0.28200000000000003,1926,6,15,1926.06,1925,9,258,37,0.10080146240263516,19.978504001135434,0.52,3,Normal,53,12,12,13,120,210.0,0.1799973886046089,956.6835926230923,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,12.0,13.0,120.0,1033.6835926230924,4,239.17089815577307,239.17089815577307,239.17089815577307,239.17089815577307,968.4575831574043,990.0,0.6009866285281746,0.31534687409847395,989.0836664973732,0.4048128082359146,0.4048128082359146,0.4048128082359146,0.4048128082359146,20.221270531733087,20.221270531733087,20.221270531733087,20.221270531733087,0.94,0.94,0.94,0.94,0.9566835926230924,0.9566835926230924,0.9566835926230924,0.9566835926230924,0.98,0.98,0.98,0.98,43.70586405591729,43.70586405591729,43.70586405591729,43.70586405591729,174.82345622366915,4195.762949368061,0.1498465027956791,0.28
1926-07-15,1926-07-26,611.0679,0.8869861279741288,542.0087505502821,0.523,1926,7,15,1926.07,1925,10,288,42,0.046829556047544366,8.989572908314813,0.47,3,Normal,50,10,9,9,108,186.0,0.3431678913138595,356.0087505502821,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,9.0,9.0,108.0,425.0087505502821,2,178.00437527514106,178.00437527514106,,,965.8856741624111,990.0,0.18310253708311952,0.041201750110056425,989.7756957128067,0.22432077186561927,0.22432077186561927,,,23.665700778530265,23.665700778530265,,,0.93,0.93,,,0.7120175011005643,0.7120175011005643,,,0.97,0.97,,,37.27981397368196,37.27981397368196,,,74.55962794736392,1789.431070736734,0.13756166827872465,0.525
1926-08-15,1926-08-26,366.0613,0.9195124069130098,336.59790704070537,0.732,1926,8,15,1926.08,1925,11,319,46,0.029082059168316937,2.850985610974078,0.61,3,Normal,47,8,6,5,89,155.0,0.4604900884937933,181.59790704070537,0.0,0.0,0.0,0.0,0.0,0.0,47.0,8.0,6.0,5.0,89.0,242.59790704070537,1,181.59790704070537,,,,965.0168040786446,990.0,0.12252329016111985,0.008159790704070536,989.8693169191347,0.2334723042985101,,,,24.61904053619174,,,,0.93,,,,0.7263916281628214,,,,0.97,,,,39.56449734156829,,,,39.56449734156829,949.5479361976387,0.1175423153679434,0.73
1926-09-15,1926-09-26,244.1538,0.9526728326050734,232.59869223729257,0.902,1926,9,15,1926.09,1925,12,350,50,0.020096527009302083,2.7377653158308703,0.77,4,Mod_Dry,34,6,4,3,44,91.0,0.3912317783247191,141.59869223729257,0.0,0.0,0.0,0.0,0.0,0.0,34.0,6.0,4.0,3.0,44.0,185.59869223729257,1,141.59869223729257,,,,964.7278173959384,990.0,0.1031586450808952,0.004159869223729257,989.8926814856953,0.14183009818524886,,,,25.02303399157184,,,,0.91,,,,0.5663947689491703,,,,0.97,,,,30.681835856679754,,,,30.681835856679754,736.3640605603142,0.13190889235687858,0.9
1926-10-15,1926-10-26,206.1864,0.9756711054590376,201.17011281861926,0.951,1926,10,15,1926.1,1926,1,15,3,0.01738109774752871,0.0,0.77,4,Mod_Dry,31,4,3,2,33,73.0,0.3628769650580198,128.17011281861926,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,3.0,2.0,33.0,166.17011281861926,1,128.17011281861926,,,,964.7063353543097,990.0,0.0965352657336202,0.002817011281861926,989.9006477229847,0.11610044300730432,,,,25.078211925667482,,,,0.91,,,,0.512680451274477,,,,0.97,,,,27.833349220925175,,,,27.833349220925175,668.0003813022041,0.13835727798204556,0.95
1926-11-15,1926-11-26,209.197,0.9663848551669614,202.1648125463628,0.9440000000000001,1926,11,15,1926.11,1926,2,46,7,0.017467039804005744,0.0,0.73,4,Mod_Dry,29,4,2,2,30,67.0,0.3314127674153719,135.1648125463628,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,2.0,2.0,30.0,170.1648125463628,1,135.1648125463628,,,,964.7062133951467,990.0,0.09789709518626004,0.003516481254636281,989.8985864235592,0.12918662511314968,,,,25.063186403299213,,,,0.91,,,,0.5406592501854512,,,,0.97,,,,29.33472792264677,,,,29.33472792264677,704.0334701435224,0.1451030352570351,0.945
1926-12-15,1926-12-26,453.6742,0.9119592484433596,413.7323824701425,0.637,1926,12,15,1926.12,1926,3,76,11,0.035746477845420316,5.727836216568846,0.52,3,Normal,38,5,4,3,54,104.0,0.2513702199936097,309.7323824701425,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,4.0,3.0,54.0,356.7323824701425,2,154.86619123507126,154.86619123507126,,,965.3244915611366,990.0,0.1604277284956193,0.0319464764940285,989.8076257950104,0.16973753247424947,0.16973753247424947,,,24.313396701399533,24.313396701399533,,,0.92,0.92,,,0.619464764940285,0.619464764940285,,,0.97,0.97,,,32.96331059846264,32.96331059846264,,,65.92662119692528,1582.2389087262063,0.15934605070871613,0.635
1927-01-15,1927-01-26,653.5614,0.8750395785925671,571.8920920403683,0.4970000000000001,1927,1,15,1927.01,1926,4,107,16,0.04941147675228782,0.0,0.49,3,Normal,41,6,4,3,66,120.0,0.2098297942394516,451.89209204036837,0.0,0.0,0.0,0.0,0.0,0.0,41.0,6.0,4.0,3.0,66.0,502.89209204036837,2,225.94604602018418,225.94604602018418,,,966.0185932161558,990.0,0.20896785344514074,0.060378418408073675,989.7306537281469,0.3613376812837386,0.3613376812837386,,,23.350722830707394,23.350722830707394,,,0.94,0.94,,,0.9037841840807366,0.9037841840807366,,,0.98,0.98,,,47.67909585903284,47.67909585903284,,,95.35819171806568,2288.596601233577,0.16674158122706584,0.495
1927-02-15,1927-02-26,1313.8865,0.9097424573913048,1195.2983332432605,0.274,1927,2,15,1927.02,1926,5,138,20,0.10327377599221772,12.549711249809661,0.29,2,Mod_Wet,49,8,7,5,93,162.0,0.13553101806846632,1033.2983332432605,0.0,0.0,0.0,0.0,0.0,0.0,49.0,8.0,7.0,5.0,93.0,1097.2983332432605,4,258.3245833108151,258.3245833108151,258.3245833108151,258.3245833108151,968.5624734893056,990.0,0.6928017180830564,0.39328783321623856,988.9139104487007,0.4721318494302967,0.4721318494302967,0.4721318494302967,0.4721318494302967,19.87930510996489,19.87930510996489,19.87930510996489,19.87930510996489,0.94,0.94,0.94,0.94,1.0332983332432604,1.0332983332432604,1.0332983332432604,1.0332983332432604,0.98,0.98,0.98,0.98,46.40768168132677,46.40768168132677,46.40768168132677,46.40768168132677,185.63072672530708,4455.137441407371,0.1553007492461119,0.275
1927-03-15,1927-03-26,1678.6114,0.9718781251926132,1631.4057003589478,0.215,1927,3,15,1927.03,1926,6,166,24,0.1409534525110131,14.010088792121904,0.56,3,Normal,49,9,9,9,107,183.0,0.11217320128263354,1100.0,348.40570035894785,51.00000000000002,9.0,16.0,17.13470657503022,255.2709937839176,100.0,18.0,25.0,26.13470657503022,362.2709937839176,1243.0,4,275.0,275.0,275.0,275.0,970.0373821080499,990.0,0.9219672131147539,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,18.02571589883537,18.02571589883537,18.02571589883537,18.02571589883537,0.9310632977859092,0.9310632977859092,0.9310632977859092,0.9310632977859092,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,44.37102957091339,44.37102957091339,44.37102957091339,44.37102957091339,177.48411828365357,4259.618838807686,0.10879214057214763,0.215
1927-04-15,1927-04-26,2891.2138,1.0178660401524815,2942.868341840209,0.093,1927,4,15,1927.04,1926,7,197,29,0.25426382473499404,61.395671665178725,0.43,3,Normal,54,13,14,19,117,217.0,0.07373758347079416,1100.0,1625.8683418402088,46.0,5.0,11.0,61.0,1502.8683418402088,100.0,18.0,25.0,80.0,1619.8683418402088,1243.0,4,275.0,275.0,275.0,275.0,973.4893955244628,990.0,0.9219672131147539,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,14.573702482422346,14.573702482422346,14.573702482422346,14.573702482422346,0.9048249841876176,0.9048249841876176,0.9048249841876176,0.9048249841876176,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,34.86279964928053,34.86279964928053,34.86279964928053,34.86279964928053,139.45119859712213,3346.8287663309306,0.047386149293352935,0.095
1927-05-15,1927-05-26,2370.2993,1.0061312558588449,2384.832211470341,0.136,1927,5,15,1927.05,1926,8,227,33,0.20604950307103748,10.906986804061034,0.54,3,Normal,55,13,13,17,178,276.0,0.1157314123285157,1100.0,1008.832211470341,45.0,5.0,12.0,62.13821592389782,884.693995546443,100.0,18.0,25.0,79.1382159238978,1062.6939955464431,1243.0,4,275.0,275.0,275.0,275.0,972.1607740992916,990.0,0.9219672131147539,0.48,988.5980327868853,0.5349347799999999,0.5349347799999999,0.5349347799999999,0.5349347799999999,15.902323907593498,15.902323907593498,15.902323907593498,15.902323907593498,0.919155442286003,0.919155442286003,0.919155442286003,0.919155442286003,1.1,1.1,1.1,1.1,0.98,0.98,0.98,0.98,38.64357837590864,38.64357837590864,38.64357837590864,38.64357837590864,154.57431350363456,3709.783524087229,0.06481559279524053,0.135
1927-06-15,1927-06-26,1323.5347,0.9063317221724048,1199.561484005937,0.272,1927,6,15,1927.06,1926,9,258,37,0.10364211221811297,17.041305012612387,0.42,3,Normal,53,12,12,13,120,210.0,0.1750639736270164,989.561484005937,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,12.0,13.0,120.0,1066.561484005937,4,247.39037100148425,247.39037100148425,247.39037100148425,247.39037100148425,968.5780071008484,990.0,0.6484392552663009,0.3416491872047496,989.0099115575287,0.4330706992215422,0.4330706992215422,0.4330706992215422,0.4330706992215422,19.998833757458858,19.998833757458858,19.998833757458858,19.998833757458858,0.94,0.94,0.94,0.94,0.989561484005937,0.989561484005937,0.989561484005937,0.989561484005937,0.98,0.98,0.98,0.98,44.71058979456912,44.71058979456912,44.71058979456912,44.71058979456912,178.84235917827647,4292.216620278636,0.14908978119323424,0.27
1927-07-15,1927-07-26,564.6867,0.8760275090430032,494.68108319071365,0.55,1927,7,15,1927.07,1926,10,288,42,0.042740445587677665,17.43673680299952,0.56,3,Normal,50,10,9,9,108,186.0,0.3759998235636832,308.6810831907136,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,9.0,9.0,108.0,377.68108319071365,2,154.34054159535685,154.34054159535685,,,965.6757036642198,990.0,0.16738486157625174,0.03173621663814273,989.8008789217856,0.1685848399711481,0.1685848399711481,,,23.95659041759469,23.95659041759469,,,0.92,0.92,,,0.6173621663814273,0.6173621663814273,,,0.97,0.97,,,32.36932154414328,32.36932154414328,,,64.73864308828657,1553.7274341188775,0.1308694536502581,0.55
